time,lat,lon,depth,prochloro_abundance,synecho_abundance
1999-02-14,-42.987,-297.011,250.92,0,0
1999-02-14,-42.987,-297.011,299.47,0,0
1999-02-14,-42.959,-296.982,300.89,0,0
1999-02-14,-42.959,-296.982,200,0,0
1999-02-14,-42.959,-296.982,150.44,1387.7,49.74
1999-02-14,-42.959,-296.982,125.99,1533,171.16
1999-02-14,-42.959,-296.982,99.689,6094.2,3021.1
1999-02-14,-42.959,-296.982,79.385,64346,22209
1999-02-14,-42.959,-296.982,60.426,118000,35051
1999-02-14,-42.959,-296.982,49.994,125000,36720
1999-02-14,-42.959,-296.982,40.71,110000,33967
1999-02-14,-42.959,-296.982,21.356,124000,39130
1999-02-14,-42.959,-296.982,6.397,126000,36246
1999-02-14,-42.944,-297.011,5.49,153000,43829
1999-02-14,-42.944,-297.011,20.67,115000,33215
1999-02-14,-42.944,-297.011,40.831,129000,42108
1999-02-14,-42.944,-297.011,50.245,126000,41331
1999-02-14,-42.944,-297.011,59.296,69149,25160
1999-02-14,-42.944,-297.011,80.691,7556.6,4476
1999-02-14,-42.944,-297.011,101.94,1935.9,886.1
1999-02-14,-42.944,-297.011,126.02,1336.2,240.86
1999-02-14,-42.944,-297.011,150.53,0,0
1999-02-14,-42.944,-297.011,199.27,0,0
1999-02-14,-42.944,-297.011,250.26,0,0
1999-02-14,-42.944,-297.011,300.98,0,0
1999-02-14,-42.919,-296.995,5.074,161000,51642
1999-02-14,-42.919,-296.995,20.146,124000,44117
1999-02-14,-42.919,-296.995,40.2,162000,53977
1999-02-14,-42.919,-296.995,50.819,161000,47798
1999-02-14,-42.919,-296.995,60.058,69394,23214
1999-02-14,-42.919,-296.995,78.612,5193.8,3512.1
1999-02-14,-42.919,-296.995,98.736,3015.1,664.98
1999-02-14,-42.919,-296.995,125.24,2233,356.58
1999-02-14,-42.919,-296.995,150.06,0,0
1999-02-14,-42.919,-296.995,200.12,0,0
1999-02-14,-42.919,-296.995,249.84,0,0
1999-02-14,-42.919,-296.995,301.67,0,0
1999-02-15,-42.941,-296.808,126.08,1885.4,349.98
1999-02-15,-42.941,-296.808,5.086,131000,42035
1999-02-15,-42.941,-296.808,18.978,107000,34800
1999-02-15,-42.941,-296.808,40.802,129000,43658
1999-02-15,-42.941,-296.808,50.305,112000,35175
1999-02-15,-42.941,-296.808,61.261,110000,36532
1999-02-15,-42.941,-296.808,82.307,13451,4743.1
1999-02-15,-42.941,-296.808,100.32,3275.3,847.91
1999-02-15,-42.941,-296.808,150.29,1654.1,127.24
1999-02-15,-42.941,-296.808,201.64,0,79.52
1999-02-15,-42.941,-296.808,246.58,0,0
1999-02-15,-42.941,-296.808,302.42,0,0
1999-02-15,-42.938,-296.804,500.74,0,0
1999-02-15,-42.938,-296.804,601.11,0,0
1999-02-15,-42.938,-296.804,701.82,0,0
1999-02-15,-42.938,-296.804,800.01,0,0
1999-02-15,-42.938,-296.804,900.53,0,0
1999-02-15,-42.938,-296.804,998.65,0,0
1999-02-15,-42.938,-296.804,1202.2,0,0
1999-02-15,-42.924,-296.907,1.451,111000,28429
1999-02-15,-42.924,-296.907,21.362,138000,36352
1999-02-15,-42.924,-296.907,41.076,113000,39126
1999-02-15,-42.924,-296.907,50.898,65358,23569
1999-02-15,-42.924,-296.907,60.989,48239,18305
1999-02-15,-42.924,-296.907,79.176,4889,2989.9
1999-02-15,-42.924,-296.907,99.522,3061.5,1132.6
1999-02-15,-42.924,-296.907,149.17,1479.8,53.29
1999-02-15,-42.924,-296.907,198.96,0,0
1999-02-15,-42.924,-296.907,249.49,0,0
1999-02-15,-42.924,-296.907,302.03,0,0
1999-02-15,-42.924,-296.907,342.75,0,0
1999-02-15,-42.922,-296.923,400.09,0,0
1999-02-15,-42.922,-296.923,498.17,0,0
1999-02-15,-42.922,-296.923,600.56,0,0
1999-02-15,-42.922,-296.923,702.84,0,0
1999-02-15,-42.922,-296.923,800.62,0,0
1999-02-15,-42.922,-296.923,1202.8,0,0
1999-02-15,-42.913,-296.932,5.521,110000,38240
1999-02-15,-42.913,-296.932,19.763,98420,38550
1999-02-15,-42.913,-296.932,41.133,97512,35382
1999-02-15,-42.913,-296.932,50.436,83065,30330
1999-02-15,-42.913,-296.932,61.748,52411,19092
1999-02-15,-42.913,-296.932,80.823,4037.1,3895.4
1999-02-15,-42.913,-296.932,101.42,2412.4,692.44
1999-02-15,-42.913,-296.932,125.74,1663.5,341.23
1999-02-15,-42.913,-296.932,149.63,1240.9,130.47
1999-02-15,-42.913,-296.932,202.12,0,0
1999-02-15,-42.913,-296.932,249.69,0,0
1999-02-15,-42.913,-296.932,300.17,0,0
1999-02-16,-42.94,-296.797,5.793,129000,31554
1999-02-16,-42.94,-296.797,19.948,136000,31354
1999-02-16,-42.94,-296.797,40.482,125000,37216
1999-02-16,-42.94,-296.797,48.309,107000,37949
1999-02-16,-42.94,-296.797,60.282,57835,22379
1999-02-16,-42.94,-296.797,79.56,27697,11166
1999-02-16,-42.94,-296.797,100.16,3089.4,530.81
1999-02-16,-42.94,-296.797,151.13,1362.4,172.64
1999-02-16,-42.94,-296.797,200.48,0,0
1999-02-16,-42.94,-296.797,247.58,0,0
1999-02-16,-42.94,-296.797,301.99,0,0
1999-02-16,-42.94,-296.797,350.74,0,0
1999-02-16,-42.938,-296.804,400.6,0,0
1994-09-01,22.672,-299.295,NA,14093,38015
1994-09-01,22.672,-299.295,NA,43310,56625
1994-09-01,22.672,-299.295,0.0072,43708,61400
1994-09-01,22.672,-299.295,0.01048,28030,49783
1994-09-01,22.672,-299.295,NA,3697.5,33548
1994-09-01,22.672,-299.295,NA,4937.5,6170
1994-09-01,22.672,-299.295,NA,1672.5,370
1994-09-01,22.672,-299.295,NA,107.5,85
1994-09-01,22.672,-299.295,NA,7.5,50
1994-09-01,22.672,-299.295,NA,5,222.5
1994-09-01,22.672,-299.295,NA,10,110
1994-09-01,22.672,-299.295,NA,477.5,665
1994-09-19,7.9012,-292.907,NA,212000,NA
1994-09-19,7.9012,-292.907,NA,199000,NA
1994-09-19,7.9012,-292.907,NA,116000,NA
1994-09-19,7.9012,-292.907,NA,84112,NA
1994-09-19,7.9012,-292.907,NA,98052,NA
1994-09-19,7.9012,-292.907,NA,90080,NA
1994-09-19,7.9012,-292.907,NA,79312,NA
1994-09-19,7.9012,-292.907,NA,69582,NA
1994-09-19,7.9012,-292.907,NA,46090,NA
1994-09-19,7.9012,-292.907,NA,29823,NA
1994-09-19,7.9012,-292.907,NA,24443,NA
1994-09-19,7.9012,-292.907,NA,17763,NA
1994-09-25,14.327,-292.995,NA,51628,46138
1994-09-25,14.327,-292.995,NA,52518,46058
1994-09-25,14.327,-292.995,NA,52363,46645
1994-09-25,14.327,-292.995,NA,52163,46395
1994-09-25,14.327,-292.995,NA,52490,46688
1994-09-25,14.327,-292.995,NA,52773,47448
1994-09-25,14.327,-292.995,NA,52200,46900
1994-09-25,14.327,-292.995,NA,51920,45165
1994-09-25,14.327,-292.995,NA,44755,30035
1994-09-25,14.327,-292.995,NA,15135,82.5
1994-09-25,14.327,-292.995,NA,162.5,50
1994-09-25,14.327,-292.995,NA,72.5,127.5
1994-11-17,24.821,-302.789,NA,11160,10364
1994-11-17,24.821,-302.789,NA,11476,10087
1994-11-17,24.821,-302.789,NA,11205,9988
1994-11-17,24.821,-302.789,NA,8520.7,7764.3
1994-11-17,24.821,-302.789,NA,2620,2886
1994-11-17,24.821,-302.789,NA,1966.7,623.67
1994-11-17,24.821,-302.789,NA,1771.3,318.67
1994-11-17,24.821,-302.789,NA,255.33,46.667
1994-11-17,24.821,-302.789,NA,109,28
1994-11-17,24.821,-302.789,NA,16.333,12
1994-11-17,24.821,-302.789,NA,7.333,21
1994-11-17,24.821,-302.789,NA,3.333,13.333
1994-11-17,25.997,-303.417,NA,103000,180000
1994-11-17,25.997,-303.417,NA,123000,180000
1994-11-17,25.997,-303.417,NA,123000,180000
1994-11-17,25.997,-303.417,NA,114000,170000
1994-11-17,25.997,-303.417,NA,103000,160000
1994-11-17,25.997,-303.417,NA,98915,150000
1994-11-17,25.997,-303.417,NA,51850,71000
1994-11-17,25.997,-303.417,NA,6720,5705
1994-11-17,25.997,-303.417,NA,7985,2812.5
1994-11-17,25.997,-303.417,NA,10593,1282.5
1994-11-17,25.997,-303.417,NA,10185,1895
1994-11-17,25.997,-303.417,NA,4227.5,6865
1994-11-18,24.335,-301.828,NA,92000,2.00E+05
1994-11-18,24.335,-301.828,NA,96000,210000
1994-11-18,24.335,-301.828,NA,97000,210000
1994-11-18,24.335,-301.828,NA,96000,2.00E+05
1994-11-18,24.335,-301.828,NA,89000,170000
1994-11-18,24.335,-301.828,NA,85000,110000
1994-11-18,24.335,-301.828,NA,61000,55000
1994-11-18,24.335,-301.828,NA,27000,1475
1994-11-18,24.335,-301.828,NA,742.5,140
1994-11-18,24.335,-301.828,NA,42.5,167.5
1994-11-18,24.335,-301.828,NA,307.5,130
1994-11-18,24.335,-301.828,NA,25,200
1994-11-19,23.913,-300.75,NA,12905,35483
1994-11-19,23.913,-300.75,NA,10818,29783
1994-11-19,23.913,-300.75,NA,10543,27140
1994-11-19,23.913,-300.75,NA,11748,26305
1994-11-19,23.913,-300.75,NA,13668,23103
1994-11-19,23.913,-300.75,NA,107000,17175
1994-11-19,23.913,-300.75,NA,38930,4722.5
1994-11-19,23.913,-300.75,NA,3842.5,407.5
1994-11-19,23.913,-300.75,NA,400,720
1994-11-19,23.913,-300.75,NA,250,340
1994-11-19,23.913,-300.75,NA,72.5,52.5
1994-11-19,23.913,-300.75,NA,127.5,55
1994-11-22,18.998,-301.157,NA,187000,155000
1994-11-22,18.998,-301.157,NA,195000,160000
1994-11-22,18.998,-301.157,NA,187000,153000
1994-11-22,18.998,-301.157,NA,186000,153000
1994-11-22,18.998,-301.157,NA,191000,157000
1994-11-22,18.998,-301.157,NA,179000,150000
1994-11-22,18.998,-301.157,NA,33278,10070
1994-11-22,18.998,-301.157,NA,12835,472.5
1994-11-22,18.998,-301.157,NA,2590,192.5
1994-11-22,18.998,-301.157,NA,240,155
1994-11-22,18.998,-301.157,NA,75,135
1994-11-22,18.998,-301.157,NA,32.5,115
1994-11-23,18.985,-301.556,NA,122000,84915
1994-11-23,18.985,-301.556,NA,124000,84098
1994-11-23,18.985,-301.556,NA,127000,94078
1994-11-23,18.985,-301.556,NA,124000,98702
1994-11-23,18.985,-301.556,NA,121000,108000
1994-11-23,18.985,-301.556,NA,117000,112000
1994-11-23,18.985,-301.556,NA,108000,97130
1994-11-23,18.985,-301.556,NA,103000,83070
1994-11-23,18.985,-301.556,NA,103000,83612
1994-11-23,18.985,-301.556,NA,83628,71798
1994-11-23,18.985,-301.556,0.00224,1007.5,18845
1994-11-23,18.985,-301.556,NA,2695,470
1994-11-24,18.905,-301.852,NA,122000,79438
1994-11-24,18.905,-301.852,NA,125000,86272
1994-11-24,18.905,-301.852,NA,124000,89005
1994-11-24,18.905,-301.852,NA,121000,92112
1994-11-24,18.905,-301.852,NA,128000,97775
1994-11-24,18.905,-301.852,NA,93475,67495
1994-11-24,18.905,-301.852,NA,1505,19278
1994-11-24,18.905,-301.852,NA,2595,4587.5
1994-11-24,18.905,-301.852,NA,12223,535
1994-11-24,18.905,-301.852,NA,1920,170
1994-11-24,18.905,-301.852,NA,50,157.5
1994-11-24,18.905,-301.852,NA,30,147.5
1994-11-25,19.254,-301.41,NA,98400,133000
1994-11-25,19.254,-301.41,NA,101000,135000
1994-11-25,19.254,-301.41,NA,108000,133000
1994-11-25,19.254,-301.41,NA,113000,126000
1994-11-25,19.254,-301.41,NA,109000,109000
1994-11-25,19.254,-301.41,NA,102000,91280
1994-11-25,19.254,-301.41,NA,86105,64123
1994-11-25,19.254,-301.41,NA,50153,3915
1994-11-25,19.254,-301.41,NA,10180,397.5
1994-11-25,19.254,-301.41,NA,290,157.5
1994-11-25,19.254,-301.41,NA,560,745
1994-11-25,19.254,-301.41,NA,100,130
1994-11-26,19.002,-301,NA,69075,72135
1994-11-26,19.002,-301,NA,70545,73945
1994-11-26,19.002,-301,NA,69752,72832
1994-11-26,19.002,-301,NA,71188,74500
1994-11-26,19.002,-301,NA,72928,77048
1994-11-26,19.002,-301,NA,77142,78575
1994-11-26,19.002,-301,NA,58075,58660
1994-11-26,19.002,-301,NA,17403,4177.5
1994-11-26,19.002,-301,NA,5627.5,410
1994-11-26,19.002,-301,NA,1012.5,200
1994-11-26,19.002,-301,NA,17.5,122.5
1994-11-26,19.002,-301,NA,30,120
1994-11-27,19.388,-301.656,NA,134000,117000
1994-11-27,19.388,-301.656,NA,116000,118000
1994-11-27,19.388,-301.656,NA,101000,118000
1994-11-27,19.388,-301.656,NA,87170,118000
1994-11-27,19.388,-301.656,NA,54590,138000
1994-11-27,19.388,-301.656,NA,23473,595
1994-11-27,19.388,-301.656,NA,5105,700
1994-11-27,19.388,-301.656,NA,360,162.5
1994-11-27,19.388,-301.656,NA,50,47.5
1994-11-27,19.388,-301.656,NA,15,90
1994-11-27,19.388,-301.656,NA,37.5,95
1994-11-27,19.388,-301.656,NA,30,90
1994-11-27,19.453,-301.752,0.08906,16715,2.00E+05
1994-11-27,19.453,-301.752,0.09241,19243,194000
1994-11-27,19.453,-301.752,0.02592,17425,179000
1994-11-27,19.453,-301.752,0.03632,18700,179000
1994-11-27,19.453,-301.752,0.02154,17245,164000
1994-11-27,19.453,-301.752,0.00352,890,56758
1994-11-27,19.453,-301.752,NA,9345,5342.5
1994-11-27,19.453,-301.752,NA,13255,1995
1994-11-27,19.453,-301.752,NA,4120,552.5
1994-11-27,19.453,-301.752,NA,1005,315
1994-11-27,19.453,-301.752,NA,217.5,157.5
1994-11-27,19.453,-301.752,NA,185,157.5
1994-11-27,19.502,-301.849,NA,27860,284000
1994-11-27,19.502,-301.849,0.06539,32730,315000
1994-11-27,19.502,-301.849,0.0395,39678,401000
1994-11-27,19.502,-301.849,NA,33688,420000
1994-11-27,19.502,-301.849,0.0602,42120,463000
1994-11-27,19.502,-301.849,NA,38658,275000
1994-11-27,19.502,-301.849,0.00808,2125,19013
1994-11-27,19.502,-301.849,NA,2215,26625
1994-11-27,19.502,-301.849,0.00395,4830,8062.5
1994-11-27,19.502,-301.849,NA,7635,2932.5
NA,19.506,-301.849,NA,32760,NA
1994-11-29,17.504,-299.498,NA,49098,82348
1994-11-29,17.504,-299.498,NA,48008,79708
1994-11-29,17.504,-299.498,NA,48315,77842
1994-11-29,17.504,-299.498,NA,47643,78572
1994-11-29,17.504,-299.498,NA,48890,77092
1994-11-29,17.504,-299.498,NA,47070,72525
1994-11-29,17.504,-299.498,NA,44903,69630
1994-11-29,17.504,-299.498,NA,2805,3902.5
1994-11-29,17.504,-299.498,NA,20,87.5
1994-11-29,17.504,-299.498,NA,25,82.5
1994-11-29,17.504,-299.498,NA,60,195
1994-11-29,17.504,-299.498,NA,32.5,130
1994-11-30,16.099,-298.043,NA,184000,63068
1994-11-30,16.099,-298.043,NA,181000,61323
1994-11-30,16.099,-298.043,NA,183000,62670
1994-11-30,16.099,-298.043,NA,182000,62588
1994-11-30,16.099,-298.043,NA,176000,60628
1994-11-30,16.099,-298.043,NA,25970,13603
1994-11-30,16.099,-298.043,NA,6647.5,1770
1994-11-30,16.099,-298.043,NA,320,165
1994-11-30,16.099,-298.043,NA,22.5,52.5
1994-11-30,16.099,-298.043,NA,25,45
1994-11-30,16.099,-298.043,NA,12.5,22.5
1994-11-30,16.099,-298.043,NA,177.5,527.5
1994-12-01,16.454,-298.23,NA,154000,57495
1994-12-01,16.454,-298.23,NA,149000,58678
1994-12-01,16.454,-298.23,NA,149000,60175
1994-12-01,16.454,-298.23,NA,149000,61258
1994-12-01,16.454,-298.23,NA,150000,60223
1994-12-01,16.454,-298.23,NA,156000,60250
1994-12-01,16.454,-298.23,NA,156000,55005
1994-12-01,16.454,-298.23,NA,145000,50105
1994-12-01,16.454,-298.23,NA,94748,37625
1994-12-01,16.454,-298.23,NA,28460,21565
1994-12-01,16.454,-298.23,NA,16180,6695
1994-12-01,16.454,-298.23,NA,1210,412.5
1994-12-02,16.686,-298.358,NA,184000,56263
1994-12-02,16.686,-298.358,NA,187000,56895
1994-12-02,16.686,-298.358,NA,188000,57100
1994-12-02,16.686,-298.358,NA,189000,58305
1994-12-02,16.686,-298.358,NA,185000,56423
1994-12-02,16.686,-298.358,NA,180000,54850
1994-12-02,16.686,-298.358,NA,40125,3540
1994-12-02,16.686,-298.358,NA,3552.5,910
1994-12-02,16.686,-298.358,NA,152.5,105
1994-12-02,16.686,-298.358,NA,45,97.5
1994-12-02,16.686,-298.358,NA,70,255
1994-12-02,16.686,-298.358,NA,32.5,57.5
1994-12-04,17.269,-298.487,NA,130000,58628
1994-12-04,17.269,-298.487,NA,130000,57005
1994-12-04,17.269,-298.487,NA,130000,57685
1994-12-04,17.269,-298.487,NA,131000,56898
1994-12-04,17.269,-298.487,NA,129000,57048
1994-12-04,17.269,-298.487,NA,95148,39038
1994-12-04,17.269,-298.487,NA,47603,3682.5
1994-12-04,17.269,-298.487,NA,3047.5,4400
1994-12-04,17.269,-298.487,NA,100,157.5
1994-12-04,17.269,-298.487,NA,32.5,152.5
1994-12-04,17.269,-298.487,NA,62.5,90
1994-12-04,17.269,-298.487,NA,180,187.5
1994-12-06,16.041,-298.006,NA,158000,66798
1994-12-06,16.041,-298.006,NA,157000,67185
1994-12-06,16.041,-298.006,NA,160000,66733
1994-12-06,16.041,-298.006,NA,160000,67860
1994-12-06,16.041,-298.006,NA,158000,66390
1994-12-06,16.041,-298.006,NA,159000,67268
1994-12-06,16.041,-298.006,NA,153000,65218
1994-12-06,16.041,-298.006,NA,121000,49580
1994-12-06,16.041,-298.006,NA,7650,1675
1994-12-06,16.041,-298.006,NA,142.5,55
1994-12-06,16.041,-298.006,NA,105,40
1994-12-06,16.041,-298.006,NA,125,95
1994-12-07,14,-296.749,NA,92608,62320
1994-12-07,14,-296.749,NA,92792,62435
1994-12-07,14,-296.749,NA,94155,62710
1994-12-07,14,-296.749,NA,93918,63040
1994-12-07,14,-296.749,NA,94078,62188
1994-12-07,14,-296.749,NA,94412,63480
1994-12-07,14,-296.749,NA,93270,63340
1994-12-07,14,-296.749,NA,86202,56478
1994-12-07,14,-296.749,NA,15100,345
1994-12-07,14,-296.749,NA,190,110
1994-12-07,14,-296.749,NA,100,30
1994-12-07,14,-296.749,NA,82.5,37.5
1994-12-09,10.233,-294.455,NA,254000,3322.5
1994-12-09,10.233,-294.455,NA,246000,3440
1994-12-09,10.233,-294.455,NA,254000,3430
1994-12-09,10.233,-294.455,NA,251000,3477.5
1994-12-09,10.233,-294.455,NA,251000,3345
1994-12-09,10.233,-294.455,NA,167000,5477.5
1994-12-09,10.233,-294.455,NA,134000,715
1994-12-09,10.233,-294.455,NA,50680,35
1994-12-09,10.233,-294.455,NA,11400,17.5
1994-12-09,10.233,-294.455,NA,1507.5,5
1994-12-09,10.233,-294.455,NA,1665,15
1994-12-09,10.233,-294.455,NA,187.5,12.5
1994-12-10,7.9835,-293.011,NA,220000,3720
1994-12-10,7.9835,-293.011,NA,238000,3572.5
1994-12-10,7.9835,-293.011,NA,238000,3707.5
1994-12-10,7.9835,-293.011,NA,246000,3667.5
1994-12-10,7.9835,-293.011,NA,256000,3835
1994-12-10,7.9835,-293.011,NA,221000,3907.5
1994-12-10,7.9835,-293.011,NA,122000,4412.5
1994-12-10,7.9835,-293.011,NA,79585,247.5
1994-12-10,7.9835,-293.011,NA,24520,10
1994-12-10,7.9835,-293.011,NA,7235,2.5
1994-12-10,7.9835,-293.011,NA,1362.5,10
1994-12-10,7.9835,-293.011,NA,140,25
1994-12-12,8.0384,-293.089,NA,237000,3317.5
1994-12-12,8.0384,-293.089,NA,242000,3257.5
1994-12-12,8.0384,-293.089,NA,244000,3297.5
1994-12-12,8.0384,-293.089,NA,239000,3305
1994-12-12,8.0384,-293.089,NA,224000,3360
1994-12-12,8.0384,-293.089,NA,113000,3942.5
1994-12-12,8.0384,-293.089,NA,88352,1197.5
1994-12-12,8.0384,-293.089,NA,60730,117.5
1994-12-12,8.0384,-293.089,NA,19605,17.5
1994-12-12,8.0384,-293.089,NA,7032.5,12.5
1994-12-12,8.0384,-293.089,NA,1007.5,7.5
1994-12-12,8.0384,-293.089,NA,142.5,35
1994-12-14,11.976,-293,NA,206000,15828
1994-12-14,11.976,-293,NA,203000,16035
1994-12-14,11.976,-293,NA,209000,16450
1994-12-14,11.976,-293,NA,209000,16465
1994-12-14,11.976,-293,NA,209000,16533
1994-12-14,11.976,-293,NA,79880,1465
1994-12-14,11.976,-293,NA,57008,2315
1994-12-14,11.976,-293,NA,17120,1680
1994-12-14,11.976,-293,NA,23333,40
1994-12-14,11.976,-293,NA,11728,20
1994-12-14,11.976,-293,NA,2307.5,117.5
1994-12-14,11.976,-293,NA,10,67.5
2002-08-23,70.5,-339.98,6.4,NA,62390
2002-08-23,70.5,-339.98,12.9,NA,20258
2002-08-23,70.5,-339.98,19.9,NA,12694
2002-08-23,70.5,-339.98,30.3,NA,4857
2002-08-23,70.5,-339.98,59.3,NA,4803
2002-08-24,71.5,-340.2,5.4,NA,18520
2002-08-24,71.5,-340.2,17.4,NA,21176
2002-08-24,71.5,-340.2,24.8,NA,10777
2002-08-24,71.5,-340.2,35.3,NA,2436
2002-08-24,71.5,-340.2,62,NA,744
2002-08-25,72.5,-340.43,5.7,NA,41976
2002-08-25,72.5,-340.43,15.2,NA,42000
2002-08-25,72.5,-340.43,25.2,NA,39344
2002-08-25,72.5,-340.43,35.9,NA,6390
2002-08-25,72.5,-340.43,60.7,NA,833
2002-08-26,73.999,-340.79,5.9,NA,795
2002-08-27,76.33,-341.22,5.3,NA,5662
2002-08-27,76.33,-341.22,15.6,NA,10829
2002-08-27,76.33,-341.22,25.4,NA,10761
2002-08-27,76.33,-341.22,35.7,NA,477
2002-08-27,76.33,-341.22,59.9,NA,69
2002-08-28,76.33,-345.12,6,NA,6394
2002-08-28,76.33,-345.12,16,NA,4804
2002-08-28,76.33,-345.12,24.8,NA,4462
2002-08-28,76.33,-345.12,37,NA,1495
2002-08-28,76.33,-345.12,60.5,NA,362
2002-08-29,76.33,-356.02,5.5,NA,683
2002-08-29,76.33,-356.02,22.5,NA,827
2002-08-29,76.33,-356.02,35.7,NA,182
2002-08-29,76.33,-356.02,43.6,NA,0
2002-08-29,76.33,-356.02,61.2,NA,0
2002-08-29,76.333,-352.0037,5.4,NA,2773
2002-08-29,76.333,-352.0037,15.5,NA,2576
2002-08-29,76.333,-352.0037,25.9,NA,1869
2002-08-29,76.333,-352.0037,35.1,NA,392
2002-08-29,76.333,-352.0037,60.6,NA,270
2002-08-31,79.55,-349.47,5.6,NA,2304
2002-08-31,79.55,-349.47,10.6,NA,2117
2002-08-31,79.55,-349.47,15.4,NA,3656
2002-08-31,79.55,-349.47,20.1,NA,3330
2002-08-31,79.55,-349.47,35.6,NA,2134
1992-02-21,46.1,-215.07,0.5,NA,151
1992-02-21,46.1,-215.07,2.5,NA,303
1992-02-21,46.1,-215.07,5,NA,227
1992-02-21,46.1,-215.07,7.5,NA,454
1992-02-26,46.1,-215.07,0.5,NA,303
1992-02-26,46.1,-215.07,2.5,NA,303
1992-02-26,46.1,-215.07,5,NA,151
1992-02-29,46.1,-215.07,0.5,NA,0
1992-02-29,46.1,-215.07,2.5,NA,0
1992-02-29,46.1,-215.07,5,NA,75.65
1992-02-29,46.1,-215.07,7.5,NA,75.65
1992-03-03,46.1,-215.07,0.5,NA,227
1992-03-03,46.1,-215.07,2.5,NA,0
1992-03-03,46.1,-215.07,5,NA,303
1992-03-06,46.1,-215.07,0.5,NA,757
1992-03-06,46.1,-215.07,2.5,NA,151
1992-03-06,46.1,-215.07,5,NA,151
1992-03-06,46.1,-215.07,7.5,NA,75.65
1992-03-10,46.1,-215.07,0.5,NA,303
1992-03-10,46.1,-215.07,2.5,NA,0
1992-03-10,46.1,-215.07,5,NA,303
1992-03-10,46.1,-215.07,7.5,NA,151
1992-03-13,46.1,-215.07,0.5,NA,0
1992-03-13,46.1,-215.07,2.5,NA,151
1992-03-13,46.1,-215.07,5,NA,0
1992-03-13,46.1,-215.07,7.5,NA,757
1992-03-17,46.1,-215.07,0.5,NA,151
1992-03-17,46.1,-215.07,2.5,NA,151
1992-03-17,46.1,-215.07,5,NA,151
1992-03-20,46.1,-215.07,0.5,NA,454
1992-03-20,46.1,-215.07,2.5,NA,151
1992-03-20,46.1,-215.07,5,NA,151
1992-03-20,46.1,-215.07,7.5,NA,151
1993-04-19,76.509,-7.23000000000002,1.6,NA,56.698
1993-04-19,76.509,-7.23000000000002,3.6,NA,265
1993-04-19,76.509,-7.23000000000002,6.3,NA,37.799
1993-04-19,76.509,-7.23000000000002,11.2,NA,113
1993-04-19,76.509,-7.23000000000002,19.5,NA,94.497
1993-04-19,76.509,-7.23000000000002,26.2,NA,75.597
1993-04-19,76.509,-7.23000000000002,73,NA,94.497
1990-04-21,55.467,-77.65,2.5,NA,120
1990-04-21,55.467,-77.65,10,NA,74.333
1990-04-22,55.538,-77.74,2.5,NA,50.406
1990-04-22,55.538,-77.74,10,NA,44.721
1990-04-23,55.485,-77.67,2.5,NA,26.547
1990-04-23,55.485,-77.67,5,NA,30.203
1990-04-23,55.485,-77.67,10,NA,34.737
1990-04-23,55.502,-77.7,2.5,NA,23.778
1990-04-23,55.502,-77.7,5,NA,29.718
1990-04-23,55.502,-77.7,10,NA,29.87
1990-04-23,55.519,-77.72,2.5,NA,37.204
1990-04-23,55.519,-77.72,5,NA,32.004
1990-04-23,55.519,-77.72,10,NA,39.45
1990-04-24,55.467,-77.65,5,NA,26.603
1990-04-24,55.467,-77.65,10,NA,33.977
1993-04-24,77.172,-10.49,1.5,NA,56.698
1993-04-24,77.172,-10.49,5,NA,113
1993-04-24,77.172,-10.49,8,NA,37.799
1993-04-24,77.172,-10.49,14,NA,94.497
1993-04-24,77.172,-10.49,23,NA,0
1993-04-24,77.172,-10.49,35,NA,56.698
1990-04-25,55.538,-77.74,2.5,NA,34.759
1990-04-25,55.538,-77.74,5,NA,26.463
1990-04-25,55.538,-77.74,10,NA,31.084
1990-04-27,55.467,-77.65,2.5,NA,40.115
1990-04-27,55.467,-77.65,5,NA,25.323
1990-04-27,55.467,-77.65,10,NA,41.405
1990-04-28,55.538,-77.74,2.5,NA,22.403
1990-04-28,55.538,-77.74,5,NA,26.253
1990-04-28,55.538,-77.74,10,NA,32.624
1993-04-28,77.726,-13.98,2,NA,132
1993-04-28,77.726,-13.98,6,NA,170
1993-04-28,77.726,-13.98,10.5,NA,56.698
1993-04-28,77.726,-13.98,16,NA,0
1993-04-28,77.726,-13.98,27,NA,94.497
1993-04-28,77.726,-13.98,40,NA,56.698
1993-04-28,77.726,-13.98,50,NA,18.899
1990-04-29,55.485,-77.67,2.5,NA,63.298
1990-04-29,55.485,-77.67,5,NA,24.328
1990-04-29,55.485,-77.67,10,NA,26.078
1990-04-29,55.502,-77.7,2.5,NA,20.862
1990-04-29,55.502,-77.7,5,NA,27.093
1990-04-29,55.502,-77.7,10,NA,32.764
1990-04-29,55.519,-77.72,2.5,NA,25.581
1990-04-29,55.519,-77.72,5,NA,21.602
1990-04-29,55.519,-77.72,10,NA,18.452
1990-04-30,55.467,-77.65,2.5,NA,33.804
1990-04-30,55.467,-77.65,5,NA,19.952
1990-04-30,55.467,-77.65,10,NA,29.193
1993-04-30,77.922,-15.67,1.7,NA,47.248
1993-04-30,77.922,-15.67,6.3,NA,28.349
1993-04-30,77.922,-15.67,9,NA,28.349
1993-04-30,77.922,-15.67,15,NA,28.349
1993-04-30,77.922,-15.67,20,NA,18.899
1993-04-30,77.922,-15.67,25,NA,9.4497
