,time,lat,lon,depth,prochloro_abundance,synecho_abundance
248,2003-05-29,-2.2361,-25.0,8.0,100000.0,7131.0
249,2003-05-29,-2.2361,-25.0,23.6,89382.0,4944.5
250,2003-05-29,-2.2361,-25.0,48.3,64049.0,4181.9
251,2003-05-29,-2.2361,-25.0,54.2,71399.0,7732.6
252,2003-05-29,-2.2361,-25.0,98.4,14248.0,202.85
253,2003-05-29,-2.2361,-25.0,124.1,444.38,172.31
254,2003-05-29,-2.2361,-25.0,149.3,97.3,120.88
255,2003-05-29,-2.2361,-25.0,173.7,30.01,141.05
256,2003-05-29,-2.2361,-25.0,198.8,32.63,142.41
257,2003-05-29,-2.2361,-25.0,249.2,35.97,149.89
258,2003-05-29,-2.2361,-25.0,299.4,42.09,129.28
259,2003-05-29,-2.2361,-25.0,4.1,181000.0,10992.0
260,2003-05-29,-2.2361,-25.0,8.9,185000.0,11253.0
261,2003-05-29,-2.2361,-25.0,19.4,175000.0,11468.0
262,2003-05-29,-2.2361,-25.0,47.9,81637.0,5985.1
263,2003-05-29,-2.2361,-25.0,65.0,70220.0,10019.0
264,2003-05-29,-2.2361,-25.0,88.8,34849.0,267.21
265,2003-05-29,-2.2361,-25.0,120.3,3751.3,223.87
266,2003-05-29,-2.2361,-25.0,139.4,313.14,159.77
267,2003-05-29,-2.2361,-25.0,198.6,59.96,128.1
268,2003-05-29,-2.2361,-25.0,299.9,87.49,123.7
269,2003-05-30,1.0867,-25.65,5.6,283000.0,15640.0
270,2003-05-30,1.0867,-25.65,12.0,251000.0,16293.0
271,2003-05-30,1.0867,-25.65,20.4,290000.0,11179.0
272,2003-05-30,1.0867,-25.65,37.3,198000.0,12414.0
273,2003-05-30,1.0867,-25.65,55.8,123000.0,9331.9
274,2003-05-30,1.0867,-25.65,68.7,89964.0,4569.9
275,2003-05-30,1.0867,-25.65,100.0,5994.5,120.61
276,2003-05-30,1.0867,-25.65,130.9,2769.4,109.05
277,2003-05-30,1.0867,-25.65,200.7,90.53,93.45
278,2003-05-30,1.0867,-25.65,301.1,88.88,50.36
279,2003-05-30,2.2113,-26.31,0.9,205000.0,6027.2
280,2003-05-30,2.2113,-26.31,9.2,199000.0,6358.3
281,2003-05-30,2.2113,-26.31,23.5,200000.0,6624.2
282,2003-05-30,2.2113,-26.31,48.6,217000.0,9305.8
283,2003-05-30,2.2113,-26.31,62.7,45869.0,2805.5
284,2003-05-30,2.2113,-26.31,99.2,18348.0,162.37
285,2003-05-30,2.2113,-26.31,123.7,2708.2,148.68
286,2003-05-30,2.2113,-26.31,148.9,1376.8,178.81
287,2003-05-30,2.2113,-26.31,173.7,858.98,92.72
288,2003-05-30,2.2113,-26.31,198.5,407.74,81.55
289,2003-05-30,2.2113,-26.31,249.4,168.33,55.19
290,2003-05-30,2.2113,-26.31,299.3,121.62,94.92
291,2003-05-31,5.9161,-28.48,1.5,288000.0,20723.0
292,2003-05-31,5.9161,-28.48,9.9,329000.0,14574.0
293,2003-05-31,5.9161,-28.48,24.7,414000.0,
294,2003-05-31,5.9161,-28.48,49.2,246000.0,24569.0
295,2003-05-31,5.9161,-28.48,65.5,88001.0,7391.0
296,2003-05-31,5.9161,-28.48,99.5,10825.0,153.14
297,2003-05-31,5.9161,-28.48,124.9,5009.7,101.61
298,2003-05-31,5.9161,-28.48,150.0,605.6,95.17
299,2003-05-31,5.9161,-28.48,174.5,71.14,112.64
300,2003-05-31,5.9161,-28.48,199.6,53.8,77.71
301,2003-05-31,5.9161,-28.48,249.6,67.31,99.5
302,2003-05-31,5.9161,-28.48,300.4,46.29,120.35
303,2003-06-01,8.5325,-30.06,2.4,209000.0,5985.9
304,2003-06-01,8.5325,-30.06,7.3,513000.0,5277.6
305,2003-06-01,8.5325,-30.06,27.1,195000.0,6035.8
306,2003-06-01,8.5325,-30.06,43.5,147000.0,6137.3
307,2003-06-01,8.5325,-30.06,56.1,71204.0,4933.6
308,2003-06-01,8.5325,-30.06,79.2,34155.0,419.19
309,2003-06-01,8.5325,-30.06,96.7,26654.0,119.81
310,2003-06-01,8.5325,-30.06,119.1,10511.0,52.31
311,2003-06-01,8.5325,-30.06,199.1,245.59,54.9
312,2003-06-01,8.5325,-30.06,299.6,23.61,91.5
313,2003-06-01,9.5632,-30.68,0.8,247000.0,4797.6
314,2003-06-01,9.5632,-30.68,10.1,231000.0,4682.5
315,2003-06-01,9.5632,-30.68,24.5,203000.0,4631.9
316,2003-06-01,9.5632,-30.68,49.8,76114.0,3799.9
317,2003-06-01,9.5632,-30.68,59.1,58069.0,1405.5
318,2003-06-01,9.5632,-30.68,99.9,12199.0,46.63
319,2003-06-01,9.5632,-30.68,124.7,7986.1,24.72
320,2003-06-01,9.5632,-30.68,150.1,438.8,48.09
321,2003-06-01,9.5632,-30.68,174.6,66.25,30.11
322,2003-06-01,9.5632,-30.68,199.2,44.33,20.69
323,2003-06-01,9.5632,-30.68,249.6,41.96,47.96
324,2003-06-02,12.234000000000002,-32.29,7.5,313000.0,4908.8
325,2003-06-02,12.234000000000002,-32.29,15.0,285000.0,5081.6
326,2003-06-02,12.234000000000002,-32.29,27.1,244000.0,3971.8
327,2003-06-02,12.234000000000002,-32.29,48.7,333000.0,6873.3
328,2003-06-02,12.234000000000002,-32.29,64.5,131000.0,3254.6
329,2003-06-02,12.234000000000002,-32.29,73.7,49400.0,339.82
330,2003-06-02,12.234000000000002,-32.29,97.0,17723.0,25.95
331,2003-06-02,12.234000000000002,-32.29,119.6,6455.9,32.4
332,2003-06-02,12.234000000000002,-32.29,199.3,27.47,73.26
333,2003-06-02,12.234000000000002,-32.29,300.2,9.02,42.11
334,2003-06-02,12.235,-32.29,1.7,208000.0,4449.1
335,2003-06-02,12.235,-32.29,9.1,214000.0,4290.4
336,2003-06-02,12.235,-32.29,23.9,184000.0,4346.6
337,2003-06-02,12.235,-32.29,48.7,201000.0,5978.1
338,2003-06-02,12.235,-32.29,68.7,133000.0,10838.0
339,2003-06-02,12.235,-32.29,99.0,34323.0,104.91
340,2003-06-02,12.235,-32.29,123.9,20.35,5.82
341,2003-06-02,12.235,-32.29,149.3,15451.0,25.27
342,2003-06-02,12.235,-32.29,174.0,5742.0,36.88
343,2003-06-02,12.235,-32.29,199.8,459.57,48.83
344,2003-06-02,12.235,-32.29,249.7,203.57,32.14
345,2003-06-02,12.235,-32.29,300.0,39.49,48.6
346,2003-06-03,14.425,-33.61,12.4,166000.0,2342.1
347,2003-06-03,14.425,-33.61,23.3,165000.0,2473.0
348,2003-06-03,14.425,-33.61,41.1,231000.0,2672.8
349,2003-06-03,14.425,-33.61,88.9,125000.0,82.69
350,2003-06-03,14.425,-33.61,99.8,81489.0,9.01
351,2003-06-03,14.425,-33.61,119.1,25076.0,11.8
352,2003-06-03,14.425,-33.61,149.3,4575.7,17.93
353,2003-06-03,14.425,-33.61,199.4,11.6,8.7
354,2003-06-03,14.425,-33.61,250.2,15.12,12.1
355,2003-06-03,14.425,-33.61,300.5,9.21,1.54
356,2003-06-03,15.448,-34.23,1.7,228000.0,2950.3
357,2003-06-03,15.448,-34.23,10.5,221000.0,2822.1
358,2003-06-03,15.448,-34.23,25.7,225000.0,3806.5
359,2003-06-03,15.448,-34.23,50.3,223000.0,3425.9
360,2003-06-03,15.448,-34.23,75.6,231000.0,2700.1
361,2003-06-03,15.448,-34.23,100.7,160000.0,1226.5
362,2003-06-03,15.448,-34.23,113.9,111000.0,142.25
363,2003-06-03,15.448,-34.23,150.6,12379.0,2.92
364,2003-06-03,15.448,-34.23,175.3,427.71,14.55
365,2003-06-03,15.448,-34.23,200.5,50.35,17.77
366,2003-06-03,15.448,-34.23,250.5,20.75,8.89
367,2003-06-03,15.448,-34.23,300.8,40.63,20.32
368,2003-06-04,18.035999999999998,-35.83,7.3,142000.0,2545.1
369,2003-06-04,18.035999999999998,-35.83,12.4,126000.0,2477.7
370,2003-06-04,18.035999999999998,-35.83,24.1,129000.0,2397.1
371,2003-06-04,18.035999999999998,-35.83,41.9,140000.0,2790.9
372,2003-06-04,18.035999999999998,-35.83,90.0,157000.0,2071.9
373,2003-06-04,18.035999999999998,-35.83,99.9,169000.0,498.04
374,2003-06-04,18.035999999999998,-35.83,109.4,69622.0,60.96
375,2003-06-04,18.035999999999998,-35.83,150.0,16410.0,29.04
376,2003-06-04,18.035999999999998,-35.83,199.7,646.84,20.96
377,2003-06-04,18.035999999999998,-35.83,250.0,16.58,8.29
378,2003-06-04,18.035999999999998,-35.83,300.4,11.56,11.56
379,2003-06-04,19.051,-36.46,2.5,150000.0,2197.7
380,2003-06-04,19.051,-36.46,9.9,165000.0,2089.4
381,2003-06-04,19.051,-36.46,24.9,181000.0,1938.2
382,2003-06-04,19.051,-36.46,49.8,243000.0,1910.0
383,2003-06-04,19.051,-36.46,74.9,191000.0,2260.7
384,2003-06-04,19.051,-36.46,99.8,135000.0,1105.8
385,2003-06-04,19.051,-36.46,122.7,39849.0,15.92
386,2003-06-04,19.051,-36.46,149.2,11847.0,14.72
387,2003-06-04,19.051,-36.46,174.4,64844.0,111.47
388,2003-06-04,19.051,-36.46,199.5,1877.0,6.18
389,2003-06-04,19.051,-36.46,248.7,9.09,3.03
390,2003-06-04,19.051,-36.46,299.3,12.18,6.09
391,2003-06-05,21.414,-35.8,8.1,180000.0,1858.8
392,2003-06-05,21.414,-35.8,20.1,184000.0,1933.1
393,2003-06-05,21.414,-35.8,29.9,191000.0,1646.5
394,2003-06-05,21.414,-35.8,53.1,186000.0,1619.3
395,2003-06-05,21.414,-35.8,101.0,111000.0,684.45
396,2003-06-05,21.414,-35.8,115.3,77963.0,128.39
397,2003-06-05,21.414,-35.8,131.5,44649.0,81.98
398,2003-06-05,21.414,-35.8,181.3,13611.0,12.53
399,2003-06-05,21.414,-35.8,201.5,1689.7,15.01
400,2003-06-05,21.414,-35.8,251.0,5.87,5.87
401,2003-06-05,21.414,-35.8,301.3,5.78,5.78
402,2003-06-05,22.232,-34.9,2.1,58500.0,1260.3
403,2003-06-05,22.232,-34.9,10.1,63332.0,1599.6
404,2003-06-05,22.232,-34.9,24.7,56820.0,1685.2
405,2003-06-05,22.232,-34.9,49.8,83631.0,2149.9
406,2003-06-05,22.232,-34.9,74.4,47617.0,566.49
407,2003-06-05,22.232,-34.9,99.7,123000.0,751.9
408,2003-06-05,22.232,-34.9,124.5,58234.0,34.9
409,2003-06-05,22.232,-34.9,149.4,17607.0,11.43
410,2003-06-05,22.232,-34.9,174.7,2181.5,2.97
411,2003-06-05,22.232,-34.9,199.8,0.0,
412,2003-06-05,22.232,-34.9,249.0,0.0,
413,2003-06-05,22.232,-34.9,299.9,0.0,
414,2003-06-06,24.329,-32.57,7.2,116000.0,1987.7
415,2003-06-06,24.329,-32.57,18.7,110000.0,2187.6
416,2003-06-06,24.329,-32.57,34.7,112000.0,2216.4
417,2003-06-06,24.329,-32.57,60.8,134000.0,2819.2
418,2003-06-06,24.329,-32.57,121.7,,355.36
419,2003-06-06,24.329,-32.57,122.7,133000.0,346.99
420,2003-06-06,24.329,-32.57,160.7,44654.0,72.41
421,2003-06-06,24.329,-32.57,190.8,13266.0,12.22
422,2003-06-06,24.329,-32.57,220.8,3991.1,6.36
423,2003-06-06,24.329,-32.57,250.7,408.97,6.01
424,2003-06-06,24.329,-32.57,300.6,20.89,5.97
425,2003-06-06,24.329,-32.57,2.2,81274.0,2714.5
426,2003-06-06,24.329,-32.57,10.2,79998.0,2243.3
427,2003-06-06,24.329,-32.57,25.5,86910.0,2110.0
428,2003-06-06,24.329,-32.57,49.7,131000.0,2976.9
429,2003-06-06,24.329,-32.57,75.4,114000.0,2762.6
